,ISIN CODE,NAME,TICKER SYMBOL,trade_count,n_distinct_traders,n_distinct_trade_types,ts_rows,reason_to_exclude
618,US28035Q1022,EDGEWELL PERSONAL CARE,EPC,822,47,7,1509.0,None
664,US26884U1097,EPR PROPERTIES,EPR,608,24,9,1509.0,None
677,US29670E1073,ESSENTIAL PROPERTIES REALTY TRUST,EPRT,102,15,7,941.0,None
670,US2946281027,EQUITY COMMONWEALTH,EQC,330,30,8,1509.0,None
2513,US26885J1034,EQGP HOLDINGS UNITS(NYS) DEAD - DELIST.22/01/19,EQGP,12,9,2,708.0,None
668,US29452E1010,EQUITABLE HOLDINGS,EQH,258,21,7,970.0,None
2514,US26885B1008,EQM MIDSTREAM (NYS) PARTNERS UNITS,EQM,38,10,7,1068.0,None
672,US29476L1070,EQUITY RESD.TST.PROPS. SHBI,EQR,1798,44,9,1509.0,None
665,US26884L1098,EQT,EQT,691,53,9,1509.0,None
688,US30040W1080,EVERSOURCE ENERGY,ES,963,45,9,1509.0,None
675,US2963151046,ESCO TECHS.,ESE,546,15,7,1509.0,None
624,US28618M1062,ELEMENT SOLUTIONS,ESI,204,24,9,1509.0,None
2518,US2974251009,ESTERLINE TECHS. DEAD - DELIST.14/03/19,ESL,631,39,8,750.0,None
651,US29283F1030,ENGAGESMART,ESMT,4,2,4,121.0,None
676,BMG3198U1027,ESSENT GROUP,ESNT,367,21,8,1509.0,None
635,US2921041065,EMPIRE STE.REAL.TST.CL.A,ESRT,17,9,5,1509.0,None
679,US2971781057,ESSEX PROPERTY TST.,ESS,580,32,9,1509.0,None
622,NL0013056914,ELASTIC,ESTC,277,24,7,867.0,None
681,US2976021046,ETHAN ALLEN INTERIORS,ETD,386,47,9,1509.0,None
614,IE00B8KQN827,EATON,ETN,721,38,8,1509.0,None
2499,US29278N1037,ENERGY TRANSFER PARTNERS DEAD - DELIST.19/10/18,ETP,276,36,8,653.0,None
657,US29364G1031,ENTERGY,ETR,2198,72,8,1509.0,None
669,US2946001011,EQUITRANS MIDSTREAM,ETRN,91,16,6,849.0,None
658,US29382R1077,ENTRAVISION COMMS.'A',EVC,490,22,8,1509.0,None
690,US30050B1017,EVOLENT HEALTH CL.A,EVH,305,29,7,1509.0,None
2509,US29414D1000,ENVISION HEALTHCARE DEAD - DELIST.11/10/18,EVHC,111,22,4,646.0,None
684,US29977A1051,EVERCORE A,EVR,761,31,8,1509.0,None
686,US30034W1062,EVERGY,EVRG,225,25,7,1509.0,None
687,US30034T1034,EVERI HOLDINGS,EVRI,1166,47,9,1509.0,None
689,PR30040P1032,EVERTEC,EVTC,388,32,8,1509.0,None
620,US28176E1082,EDWARDS LIFESCIENCES,EW,2208,41,7,1509.0,None
608,US26969P1084,EAGLE MATERIALS,EXP,1379,32,8,1509.0,None
692,US30219E1038,EXPRESS,EXPR,488,36,8,1509.0,None
695,US30225T1025,EXTRA SPACE STRG.,EXR,742,26,8,1509.0,None
694,US30227H1068,EXTERRAN,EXTN,222,19,7,1509.0,None
719,US31847R1023,FIRST AMER.FINL.,FAF,448,26,8,1509.0,None
731,US3379307057,FLAGSTAR BANCORP,FBC,1985,54,8,1509.0,None
750,US34964C1062,FORTUNE BNS.HM.& SCTY.,FBHS,793,40,7,1509.0,None
705,US30257X1046,FB FINANCIAL,FBK,346,26,8,1384.0,None
720,PR3186727065,FIRST BANCORP PRICO.,FBP,3305,51,7,1509.0,None
755,US35243J1016,FRANKLIN BSP REALTY TRUST,FBRT,8,5,1,103.0,None
756,US3534691098,FRANKLIN COVEY,FC,534,28,8,1509.0,None
2549,US30255G1031,FCB FINANCIAL HDG.CL.A DEAD - DELIST.02/01/19,FCB,485,15,8,701.0,None
721,US3198291078,FIRST COMMONWEALTH FINL.,FCF,567,40,8,1509.0,None
763,US3029411093,FTI CONSULTING,FCN,871,44,9,1509.0,None
752,US35086T1097,FOUR CORNERS PR.TST.,FCPT,164,12,4,1509.0,None
758,US35671D8570,FREEPORT-MCMORAN,FCX,1181,42,9,1509.0,None
760,KYG367381053,FRESH DEL MONTE PRODUCE,FDP,1281,64,7,1509.0,None
699,US3030751057,FACTSET RESEARCH SYS.,FDS,610,36,8,1509.0,None
711,US31428X1063,FEDEX,FDX,955,51,7,1509.0,None
727,US3379321074,FIRSTENERGY,FE,1493,73,11,1509.0,None
751,US34984V2097,FORUM ENERGY TECHS.,FET,483,28,8,1509.0,None
767,US36116M1062,FUTUREFUEL,FF,245,23,8,1509.0,None
2556,KYG3402M1024,FGL HOLDINGS DEAD - DELIST.02/06/20,FG,88,23,8,973.0,None
723,US3205171057,FIRST HORIZON,FHN,1038,66,8,1509.0,None
700,US3032501047,FAIR ISAAC,FICO,1358,63,8,1509.0,None
716,US31620M1062,FIDELITY NAT.INFO.SVS.,FIS,1423,84,8,1509.0,None
2573,US33812L1026,FITBIT CL.A DEAD - DELIST.14/01/21,FIT,513,22,8,1214.0,None
469,US1999081045,COMFORT SYS.USA,FIX,754,24,8,1509.0,None
742,US3448491049,FOOT LOCKER,FL,1372,49,8,1509.0,None
736,US3434981011,FLOWERS FOODS,FLO,943,46,8,1509.0,None
1589,US78469X1072,SPX FLOW,FLOW,361,28,8,1509.0,None
738,US3434121022,FLUOR,FLR,1874,68,9,1509.0,None
737,US34354P1057,FLOWSERVE,FLS,1140,49,9,1509.0,None
732,US3390411052,FLEETCOR TECHNOLOGIES,FLT,974,43,9,1509.0,None
739,US3024913036,FMC,FMC,1478,39,8,1509.0,None
2540,US30555Q1085,FAIRMOUNT SANTROL HOLDINGS,FMSA,106,19,6,555.0,None
698,KYG3323L1005,FABRINET,FN,412,21,8,1509.0,None
1319,US69913P1057,PARAGON 28,FNA,6,6,1,105.0,None
740,US3025201019,FNB,FNB,1198,56,9,1509.0,None
734,US3397501012,FLOOR & DECOR HOLDINGS 'A',FND,341,20,8,1231.0,None
715,US31620R3030,FIDELITY NAT.FINANCIAL,FNF,1092,33,9,1509.0,None
714,US3154051003,FERRO,FOE,604,50,8,1509.0,None
744,US3462321015,FORESTAR GROUP,FOR,813,35,9,1509.0,None
1529,US82452J1097,SHIFT4 PAYMENTS A,FOUR,100,14,7,449.0,None
703,US31154R1095,FARMLAND PARTNERS,FPI,222,20,5,1509.0,None
708,US3137451015,FEDERAL REALTY INV.TST.,FRT,395,20,6,1509.0,None
2599,US35352P1049,FRANKLIN FINANCIAL NET. DEAD - DELIST.17/08/20,FSB,202,23,8,1110.0,None
709,US3138551086,FEDERAL SIGNAL,FSS,773,64,7,1509.0,None
748,US34960P1012,FORTRESS TRSP.& INFR. INVRS.,FTAI,68,10,4,1509.0,None
1652,GB00BDSFG982,TECHNIPFMC,FTI,196,38,6,1301.0,None
735,US3433891021,FLOTEK INDUSTRIES,FTK,686,48,10,1509.0,None
747,US34959J1088,FORTIVE,FTV,519,27,7,1451.0,None
766,US3596941068,FULLER 'H' 'B',FUL,1112,59,8,1509.0,None
697,US30322L1017,F45 TRAINING HOLDINGS,FXLV,24,16,8,170.0,None
788,BMG3922B1072,GENPACT,G,815,68,8,1509.0,None
776,US3680361090,GATOS SILVER,GATO,60,15,6,348.0,None
777,US3614481030,GATX,GATX,1453,48,8,1509.0,None
827,US3936571013,GREENBRIER COS.,GBX,1320,42,9,1509.0,None
2622,US36268W1009,GAIN CAPITAL HOLDINGS DEAD - DELIST.31/07/20,GCAP,471,32,9,1099.0,None
785,US3715321028,GENESCO,GCO,868,43,8,1509.0,None
778,US36164Y1010,GCP APPLIED TECHS.,GCP,230,34,8,1509.0,None
781,US3695501086,GENERAL DYNAMICS,GD,2402,77,8,1509.0,None
810,US3802371076,GODADDY CL.A,GDDY,902,36,9,1509.0,None
826,US39304D1028,GREEN DOT CLASS A,GDOT,890,49,9,1509.0,None
782,US3696043013,GENERAL ELECTRIC,GE,1560,82,8,1509.0,None
791,US36162J1060,GEO GROUP,GEO,799,39,8,1509.0,None
839,US4016171054,GUESS,GES,732,28,8,1509.0,None
832,US3984331021,GRIFFON,GFF,493,40,9,1509.0,None
815,US3841091040,GRACO,GGG,742,34,10,1509.0,None
818,US3846371041,GRAHAM HOLDINGS 'B',GHC,214,29,9,1509.0,None
828,US3952591044,GREENHILL & COMPANY,GHL,563,26,8,1509.0,None
817,US3845561063,GRAHAM,GHM,457,24,8,1509.0,None
801,US37892E1029,GLOBAL INDUSTRIAL,GIC,350,32,8,1509.0,None
783,US3703341046,GENERAL MILLS,GIS,2130,69,8,1509.0,None
798,US3773221029,GLAUKOS,GKOS,237,25,9,1509.0,None
807,US37959E1029,GLOBE LIFE,GL,2029,68,9,1509.0,None
797,US3773201062,GLATFELTER,GLT,659,40,10,1509.0,None
501,US2193501051,CORNING,GLW,2227,64,11,1509.0,None
784,US37045V1008,GENERAL MOTORS,GM,1510,60,9,1509.0,None
769,US36467W1099,GAMESTOP 'A',GME,716,49,8,1509.0,None
808,US3795772082,GLOBUS MEDICAL CL.A,GMED,155,20,6,1509.0,None
802,US37954A2042,GLOBAL MEDICAL REIT,GMRE,29,9,3,1509.0,None
809,US36251C1036,GMS,GMS,136,21,5,1462.0,None
786,US3722842081,GENIE ENERGY CL.B,GNE,175,11,7,1509.0,None
779,MHY2685T1313,GENCO SHIP.& TRDG.,GNK,160,13,8,1509.0,None
803,US3793782018,GLOBAL NET LEASE,GNL,42,10,8,1509.0,None
780,US3687361044,GENERAC HOLDINGS,GNRC,782,34,8,1509.0,None
2631,MHY268891089,GENER8 MARITIME DEAD - DELIST.12/06/18,GNRT,40,12,5,561.0,None
790,US37247D1063,GENWORTH FINANCIAL CL.A,GNW,754,45,8,1509.0,None
811,US38045R2067,GOL LINHAS AAREAS INTELIGENTES ADS 1:2,GOL,39,13,3,1509.0,None
18,US0050981085,ACUSHNET HOLDINGS,GOLF,357,29,8,1354.0,None
789,US3724601055,GENUINE PARTS,GPC,584,35,8,1509.0,None
833,US3989051095,GROUP 1 AUTOMOTIVE,GPI,893,35,9,1509.0,None
821,US3886891015,GRAPHIC PACKAGING HLDG.,GPK,520,51,8,1509.0,None
820,US38741L1070,GRANITE POINT MORTGAGE TRUST,GPMT,141,17,5,1191.0,None
804,US37940X1028,GLOBAL PAYMENTS,GPN,1617,44,8,1509.0,None
792,BMG383271050,GEOPARK (NYS),GPRK,3,1,1,1509.0,None
772,US3647601083,GAP,GPS,1375,67,8,1509.0,None
2671,US3850023082,GRAMERCY PROPERTY TST. DEAD - DELIST.10/10/18,GPT,99,17,7,645.0,None
3576,US38388F1084,W R GRACE DEAD - DELIST.23/09/21,GRA,415,31,8,1387.0,None
825,US3927091013,GREEN BRICK PARTNERS,GRBK,215,28,9,1509.0,None
814,US3830821043,GORMAN-RUPP,GRC,174,18,5,1509.0,None
773,CH0114405324,GARMIN,GRMN,1194,24,9,1509.0,None
2683,US4001101025,GRUBHUB (NYS) DEAD - DELETE.15/06/21,GRUB,1405,21,7,1318.0,None
813,US38141G1040,GOLDMAN SACHS GP.,GS,983,50,7,1509.0,None
805,MHY271836006,GLOBAL SHIP LEASE,GSL,23,3,2,1509.0,None
775,GB00BD9G2S12,GATES INDUSTRIAL,GTES,147,21,5,1043.0,None
398,US16115Q3083,CHART INDUSTRIES,GTLS,794,39,8,1509.0,None
794,US3742971092,GETTY REALTY,GTY,159,17,7,1509.0,None
819,US3873281071,GRANITE CON.,GVA,766,43,8,1509.0,None
2674,US3914161043,GREAT WESTERN BANCORP DEAD - DELIST.01/02/22,GWB,241,20,8,1478.0,None
840,US40171V1008,GUIDEWIRE SOFTWARE,GWRE,1652,33,8,1509.0,None
1893,US3848021040,WW GRAINGER,GWW,919,44,8,1509.0,None
843,US36262G1013,GXOALOGISTICSAINC,GXO,21,7,4,165.0,None
2673,US3911641005,GREAT PLAINS EN. DEAD - DELIST.05/06/18,GXP,711,44,9,557.0,None
912,US4485791028,HYATT HOTELS CL.A,H,1264,87,9,1509.0,None
845,US4050241003,HAEMONETICS,HAE,1157,65,8,1509.0,None
846,US4062161017,HALLIBURTON,HAL,1825,62,8,1509.0,None
850,US41068X1000,HANNON ARMS.SUST.INFR. CAP.,HASI,326,19,7,1509.0,None
859,US4212981009,HAYWARD HOLDINGS,HAYW,77,12,6,256.0,None
848,US4103451021,HANESBRANDS,HBI,1159,43,8,1509.0,None
1840,US93627C1018,WARRIOR MET COAL,HCC,305,20,5,1240.0,None
861,US40416E1038,HCI GROUP,HCI,267,20,10,1509.0,None
893,US4370761029,HOME DEPOT,HD,1231,66,8,1509.0,None
858,US4198701009,HAWAIIAN ELECTRIC INDS.,HE,576,45,9,1509.0,None
877,US42809H1077,HESS,HES,2357,59,9,1509.0,None
2715,US40418F1084,HFF CLASS A DEAD - DELIST.02/07/19,HF,378,20,8,826.0,None
885,US43283X1054,HILTON GRAND VACATIONS,HGV,254,26,7,1322.0,None
900,US44267D1072,HOWARD HUGHES,HHC,377,50,10,1509.0,None
883,US4315711089,HILLENBRAND,HI,555,43,9,1509.0,None
2757,US45685L1008,INFRAREIT DEAD - DELIST.17/05/19,HIFR,89,15,6,795.0,None
855,US4165151048,HARTFORD FINL.SVS.GP.,HIG,1055,66,8,1509.0,None
890,US4464131063,HNTGTN.INGALLS INDS.,HII,1291,41,8,1509.0,None
882,US4314661012,HILL INTERNATIONAL,HIL,363,35,9,1509.0,None
1959,US0077861062,AEROHIVE NETWORKS DEAD - DELIST.09/08/19,HIVE,267,34,7,853.0,None
881,US4312841087,HIGHWOODS PROPERTIES,HIW,859,32,11,1509.0,None
866,US4227041062,HECLA MINING,HL,483,30,8,1509.0,None
872,KYG4412G1010,HERBALIFE NUTRITION,HLF,1605,85,10,1509.0,None
898,US4415931009,HOULIHAN LOKEY CL.A,HLI,296,14,7,1509.0,None
869,US42328H1095,HELIOS TECHNOLOGIES,HLIO,1196,35,8,1509.0,None
886,US43300A2033,HILTON WORLDWIDE HDG.,HLT,470,38,7,1509.0,None
870,US42330P1075,HELIX ENERGY SLTN.GP.,HLX,806,29,10,1509.0,None
895,US4403271046,HORACE MANN EDUCATORS,HMN,519,50,6,1509.0,None
849,US41043F2083,HANGER,HNGR,1075,58,8,1509.0,None
889,US4042511000,HNI,HNI,1699,49,7,1509.0,None
852,US4128221086,HARLEY-DAVIDSON,HOG,876,58,7,1509.0,None
892,US4368932004,HOME BANCSHARES,HOMB,671,33,9,1509.0,None
2090,US04650Y1001,AT HOME GROUP DEAD - DELIST.23/07/21,HOME,464,33,7,1250.0,None
899,US4424874018,HOVNANIAN ENTS.'A',HOV,458,23,10,1509.0,None
871,US4234521015,HELMERICH & PAYNE,HP,909,32,8,1509.0,None
878,US42824C1099,HEWLETT PACKARD ENTER.,HPE,817,35,7,1509.0,None
908,US4440971095,HUDSON PACIFIC PROPS.,HPP,598,31,8,1509.0,None
902,US40434L1052,HP,HPQ,1810,95,8,1509.0,None
2721,US43114K2078,HIGHPOINT RESOURCES DEAD - DELIST.05/04/21,HPR,136,17,5,1268.0,None
863,US4219461047,HEALTHCARE REAL.TST.,HR,485,26,7,1509.0,None
844,US0936711052,H&R BLOCK,HRB,820,71,7,1509.0,None
2722,US4314751029,HILL-ROM HOLDINGS DEAD - DELIST.13/12/21,HRC,930,58,8,1444.0,None
873,US42704L1044,HERC HOLDINGS,HRI,203,25,7,1437.0,None
897,US4404521001,HORMEL FOODS,HRL,1782,82,8,1509.0,None
874,US42727J1025,HERITAGE INSURANCE HDG.,HRTG,189,19,7,1509.0,None
903,US4042804066,HSBC HDG.ADR 1:5,HSBC,25,1,2,1509.0,None
854,US4158641070,HARSCO,HSC,685,43,8,1509.0,None
876,US4278661081,HERSHEY,HSY,2095,71,9,1509.0,None
875,US4278255009,HERSHA HOSPITALITY TST. SHS.BENL.INT.CL.A,HT,628,21,9,1509.0,None
864,US42225P5017,HEALTHCARE TRUST OF AM. CL.A,HTA,224,19,4,1509.0,None
884,US4327481010,HILLTOP HOLDINGS,HTH,840,46,8,1509.0,None
905,US4435106079,HUBBELL,HUBB,1507,46,8,1509.0,None
906,US4435731009,HUBSPOT,HUBS,889,23,8,1509.0,None
909,US4448591028,HUMANA,HUM,1295,61,7,1509.0,None
910,US4470111075,HUNTSMAN,HUN,1166,57,9,1509.0,None
901,US4432011082,HOWMET AEROSPACE,HWM,844,83,9,1509.0,None
879,US4282911084,HEXCEL,HXL,1357,48,9,1509.0,None
914,US4491721050,HYSTE-YALE MATS.HADG.'A',HY,5000,113,7,1509.0,None
896,US44052W1045,HORIZON GLOBAL,HZN,211,31,6,1509.0,None
1108,US5679081084,MARINEMAX,HZO,944,31,8,1509.0,None
915,US4492531037,IAA,IAA,122,17,4,694.0,None
946,US4592001014,INTERNATIONAL BUS.MCHS.,IBM,2001,72,7,1509.0,None
939,US45780R1014,INSTALLED BUILDING PRDS.,IBP,238,18,7,1509.0,None
926,US4534156066,INDEPENDENCE CNTRT.DRL.,ICD,260,27,6,1509.0,None
943,US45866F1049,INTERCONTINENTAL EX.,ICE,934,37,8,1509.0,None
919,US4511071064,IDACORP,IDA,1247,56,9,1509.0,None
920,US45167R1041,IDEX,IEX,948,47,7,1509.0,None
951,US4595061015,INTL.FLAVORS & FRAG.,IFF,1075,64,9,1509.0,None
947,GB00BVG7F061,INTERNATIONAL GAME TECH.,IGT,12,12,1,1509.0,None
2749,US4534403070,INDEPENDENCE HOLDING DEAD - DELIST.16/02/22,IHC,329,27,8,1489.0,None
940,US45774W1080,INSTEEL INDUSTRIES,IIIN,827,22,9,1509.0,None
936,US45781V1017,INNOVATIVE INDL.PROPS.,IIPR,140,12,6,1331.0,None
925,CA45245E1097,IMAX (NYS),IMAX,1018,41,10,1509.0,None
916,CA4509131088,IAMGOLD (NYS),IMG,12,7,4,1509.0,None
930,US4567881085,INFOSYS ADR 1:1,INFY,81,11,6,1509.0,None
931,US4568371037,ING GROEP SPN.ADR 1:1,ING,61,12,4,1509.0,None
934,US4571871023,INGREDION,INGR,1437,60,8,1509.0,None
1618,US8660821005,SUMMIT HOTEL PROPERTIES,INN,238,20,6,1509.0,None
938,US4577301090,INSPIRE MEDICAL SYSTEMS,INSP,266,23,8,975.0,None
941,US4577901030,INSTRUCTURE HOLDINGS,INST,36,10,4,165.0,None
949,MHY410531021,INTERNATIONAL SEAWAYS,INSW,173,14,6,1341.0,None
1888,US9814751064,WORLD FUEL SVS.,INT,726,29,8,1509.0,None
958,US46187W1071,INVITATION HOMES,INVH,234,29,7,1290.0,None
959,US4620442073,ION GEOPHYSICAL,IO,691,48,9,1509.0,None
948,US4601461035,INTERNATIONAL PAPER,IP,1292,63,8,1509.0,None
950,US4606901001,INTERPUBLIC GROUP,IPG,634,39,7,1509.0,None
952,US46121Y2019,INTREPID POTASH,IPI,504,33,8,1509.0,None
960,US46266C1053,IQVIA HOLDINGS,IQV,395,40,9,1509.0,None
932,US45687V1061,INGERSOLL RAND,IR,238,31,7,1220.0,None
961,US46284V1017,IRON MOUNTAIN,IRM,978,53,8,1509.0,None
962,US46323Q1058,IRONNET,IRNT,54,17,4,501.0,None
927,US45378A1060,INDEPENDENCE REALTY TST.,IRT,202,21,6,1509.0,None
774,US3666511072,GARTNER 'A',IT,2302,61,8,1509.0,None
2787,US46145F1057,INVESTMENT TECH.GROUP DEAD - DELIST.01/03/19,ITG,1565,46,8,741.0,None
968,US45073V1089,ITT,ITT,820,70,9,1509.0,None
924,US4523081093,ILLINOIS TOOL WORKS,ITW,1685,64,9,1509.0,None
953,US4612031017,INVACARE,IVC,566,48,8,1509.0,None
956,US46131B1008,INVESCO MORTGAGE CAPITAL,IVR,335,22,5,1509.0,None
955,BMG491BT1088,INVESCO,IVZ,1044,39,10,1509.0,None
973,US4698141078,JACOBS ENGR.,J,1169,77,9,1509.0,None
2804,US47009K1079,JAGGED PEAK ENERGY DEAD - DELIST.11/01/20,JAG,117,17,6,743.0,None
2801,US46609J1060,J ALEXANDER'S HDG.CL.A DEAD - DELIST.30/09/21,JAX,72,13,4,1393.0,None
977,US46590V1008,JBG SMITH PROPERTIES,JBGS,43,14,5,1183.0,None
976,US47103N1063,JANUS INTERNATIONAL GROUP,JBI,32,13,4,563.0,None
971,US4663131039,JABIL,JBL,1922,43,8,1509.0,None
983,US4778391049,JOHN BEAN TECHNOLOGIES,JBT,535,35,8,1509.0,None
985,IE00BY7QL619,JOHNSON CONTROLS INTL.,JCI,1406,81,8,1509.0,None
978,US47233W1099,JEFFERIES FINANCIAL GROUP,JEF,530,35,8,1509.0,None
979,US47580P1030,JELD-WEN HOLDING,JELD,180,29,7,1293.0,None
975,JE00BYPZJM29,JANUS HENDERSON GROUP,JHG,29,13,4,1209.0,None
969,US46620W2017,J JILL,JILL,71,15,4,1265.0,None
986,US48020Q1076,JONES LANG LASALLE,JLL,1241,57,8,1509.0,None
2811,US46629U1079,JMP GROUP DEAD - DELIST.16/11/21,JMP,373,14,6,1426.0,None
984,US4781601046,JOHNSON & JOHNSON,JNJ,899,57,8,1509.0,None
989,US48203R1041,JUNIPER NETWORKS,JNPR,1248,49,8,1509.0,None
1592,US7901481009,ST.JOE,JOE,658,46,8,1509.0,None
987,US46625H1005,JP MORGAN CHASE & CO.,JPM,2049,82,10,1509.0,None
1245,US6556641008,NORDSTROM,JWN,1818,76,9,1509.0,None
991,US48282T1043,KADANT,KAI,1131,24,7,1509.0,None
993,US4835481031,KAMAN,KAMN,491,48,7,1509.0,None
994,US48238T1097,KAR AUCTION SERVICES,KAR,913,46,8,1509.0,None
996,US48666K1097,KB HOME,KBH,580,50,8,1509.0,None
997,US48242W1062,KBR,KBR,932,63,7,1509.0,None
1030,US50155Q1004,KYNDRYL HOLDINGS,KD,28,15,3,100.0,None
1012,US4972661064,KIRBY,KEX,1605,55,8,1509.0,None
1004,US4932671088,KEYCORP,KEY,1750,71,9,1509.0,None
1005,US49338L1035,KEYSIGHT TECHNOLOGIES,KEYS,573,28,7,1509.0,None
1010,US4969042021,KINGSWAY FINL.SVS.,KFS,877,12,7,1509.0,None
1023,US5006432000,KORN FERRY,KFY,575,38,7,1509.0,None
1008,US49446R1095,KIMCO REALTY,KIM,585,27,9,1509.0,None
1014,US48251W1045,KKR AND,KKR,297,24,9,1509.0,None
992,US4833791035,KALEYRA,KLR,97,12,7,1049.0,None
1007,US4943681035,KIMBERLY-CLARK,KMB,1034,51,8,1509.0,None
2851,US4825641016,KMG CHEMICALS DEAD - DELIST.15/11/18,KMG,817,27,9,671.0,None
1009,US49456B1017,KINDER MORGAN,KMI,415,39,9,1509.0,None
1000,US4884011002,KEMPER,KMPR,1154,51,8,1509.0,None
1001,US4891701009,KENNAMETAL,KMT,1546,65,8,1509.0,None
357,US1431301027,CARMAX,KMX,1113,47,7,1509.0,None
1017,US49926D1090,KNOWLES,KN,414,28,8,1509.0,None
2840,US4945801037,KINDRED HEALTHCARE DEAD - DELIST.02/07/18,KND,1394,48,9,575.0,None
1016,US4990491049,KNIGHT-SWIFT TRSP.HDG. 'A',KNX,657,43,9,1509.0,None
462,US1912161007,COCA COLA,KO,1070,73,9,1509.0,None
613,US2774614067,EASTMAN KODAK,KODK,376,37,8,1509.0,None
1021,US50060P1066,KOPPERS HOLDINGS,KOP,1155,44,8,1509.0,None
1024,US5006881065,KOSMOS ENERGY,KOS,489,34,6,1509.0,None
1026,US5010441013,KROGER,KR,2569,71,8,1509.0,None
1025,US50077C1062,KRATON DEAD - DELIST.15/03/22,KRA,649,47,6,1507.0,None
1006,US49427F1084,KILROY REALTY,KRC,1384,28,8,1509.0,None
1015,US48251K1007,KKR REAL ESTATE FINANCE TST.,KREF,113,15,5,1225.0,None
1013,US49803T3005,KITE REALTY GROUP,KRG,788,27,11,1509.0,None
1027,US50105F1057,KRONOS WORLDWIDE,KRO,323,22,4,1509.0,None
2822,US48562P1030,KAPSTONE PAPER & PACK. DEAD - DELIST.05/11/18,KS,451,29,8,663.0,None
1018,US5002551043,KOHL'S,KSS,1519,48,7,1509.0,None
2821,US4851703029,KANSAS CITY SOUTHERN DEAD - DELIST.14/12/21,KSU,1143,51,8,1445.0,None
1028,US48268K1016,KT ADR 2:1,KT,48,8,6,1509.0,None
1020,US50050N1037,KONTOOR BRANDS,KTB,109,15,5,720.0,None
1002,US4893981070,KENNEDY-WILSON HOLDINGS,KW,479,31,8,1509.0,None
1409,US7473161070,QUAKER HOUGHTON,KWR,1154,48,8,1509.0,None
1074,US5404241086,LOEWS,L,1139,27,8,1509.0,None
1033,US5057431042,LADDER CAPITAL CL.A,LADR,272,20,8,1509.0,None
522,US1263271058,CS DISCO,LAW,52,16,7,166.0,None
1039,BMG540501027,LAZARD 'A',LAZ,427,25,9,1509.0,None
1047,US52603A2087,LENDINGCLUB,LC,673,40,10,1509.0,None
1036,US5160121019,LANNETT,LCI,568,31,9,1509.0,None
1041,US50189K1034,LCI INDUSTRIES,LCII,1078,37,10,1509.0,None
2920,US5508191062,LYDALL DEAD - DELIST.01/10/21,LDL,766,52,8,1394.0,None
1044,US5253271028,LEIDOS HOLDINGS,LDOS,1425,68,9,1509.0,None
1042,US5218652049,LEAR,LEA,650,35,7,1509.0,None
2879,US52177G1022,LEAF GROUP DEAD - DELIST.14/06/21,LEAF,606,46,9,1317.0,None
1043,US5246601075,LEGGETT&PLATT,LEG,5000,38,8,1509.0,None
1084,US55025L1089,LUMENT FINANCE TRUST,LFT,110,13,5,1509.0,None
1032,US50540R4092,LABORATORY CORP.OF AM. HDG.,LH,2006,52,7,1509.0,None
2871,US5179421087,LASALLE HOTEL PROPERTIES DEAD - DELIST.03/12/18,LHO,386,16,9,682.0,None
1031,US5024311095,L3HARRIS TECHNOLOGIES,LHX,1018,60,8,1509.0,None
1050,US5261071071,LENNOX INTL.,LII,2465,52,9,1509.0,None
1070,US55003T1079,LL FLOORING HOLDINGS,LL,844,57,8,1509.0,None
2861,US5024131071,L3 TECHNOLOGIES DEAD - DELIST.01/07/19,LLL,268,23,6,825.0,None
627,US5324571083,ELI LILLY,LLY,2112,73,7,1509.0,None
2882,US5249011058,LEGG MASON DEAD - DELIST.03/08/20,LM,747,57,7,1100.0,None
1046,US52567D1072,LEMONADE,LMND,62,16,6,430.0,None
1073,US5398301094,LOCKHEED MARTIN,LMT,761,53,9,1509.0,None
1059,US5341871094,LINCOLN NATIONAL,LNC,1562,61,9,1509.0,None
1061,US5355551061,LINDSAY,LNN,415,34,6,1509.0,None
1077,US5486611073,LOWE'S COMPANIES,LOW,1156,68,9,1509.0,None
582,MHY2106R1100,DORIAN LPG,LPG,254,14,5,1509.0,None
1037,US5168062058,LAREDO PETROLEUM,LPI,534,38,8,1509.0,None
2897,US5311721048,LIBERTY PROPERTY REIT DEAD - DELIST.05/02/20,LPT,617,25,8,975.0,None
1076,US5463471053,LOUISIANA PACIFIC,LPX,702,38,9,1509.0,None
2862,US50420D1081,LA QUINTA HOLDINGS DEAD - DELIST.31/05/18,LQ,190,17,6,553.0,None
1613,US86333M1080,STRIDE,LRN,1126,45,10,1509.0,None
1054,US53223X1072,LIFE STORAGE,LSI,529,19,8,1509.0,None
1080,US5021751020,LTC PROPERTIES,LTC,462,19,8,1509.0,None
1055,US53190C1027,LIFE TIME GROUP HOLDINGS,LTH,39,19,3,111.0,None
1068,US53814L1089,LIVENT,LTHM,81,14,4,863.0,None
1081,US5492821013,LUBY'S,LUB,562,21,9,1509.0,None
1083,US5502411037,LUMEN TECHNOLOGIES,LUMN,1406,55,9,1509.0,None
1576,US8447411088,SOUTHWEST AIRLINES,LUV,757,35,8,1509.0,None
1038,US5178341070,LAS VEGAS SANDS,LVS,430,39,9,1509.0,None
1035,US5132721045,LAMB WESTON HOLDINGS,LW,244,24,6,1352.0,None
1085,GB00BNK03D49,LUXFER HOLDINGS,LXFR,216,18,7,1509.0,None
1086,US5290431015,LXP INDUSTRIAL,LXP,957,32,9,1509.0,None
